idx,image_key,question,question_type,split,reference_image,logit_Ref,logit_Know,logit_Reason,logit_Decide,p_Ref,p_Know,p_Reason,p_Decide,margin_Ref,margin_Know,margin_Reason,margin_Decide,y_Ref,y_Know,y_Reason,y_Decide,vector,active_experts,prior_vector,match_prior
550,DS-MVTec/cable/image/cut_outer_insulation/007.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,156.png,4.927539,16.439257,5.406941,3.646734,0.992808,1.000000,0.995535,0.974586,+0.817808,+0.825000,+0.820535,+0.799586,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
551,DS-MVTec/cable/image/cut_outer_insulation/007.png,There is a defect in the object. What is the potential effect of the defect on the cable's integrity and function?,Defect Analysis,train,156.png,-6.168540,18.804829,12.108850,2.834054,0.002090,1.000000,0.999995,0.944489,-0.172910,+0.825000,+0.824995,+0.769489,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
552,DS-MVTec/cable/image/cut_outer_insulation/008.png,Is there any defect in the object?,Anomaly Detection,train,184.png,15.620271,-7.653873,-15.433593,3.209551,1.000000,0.000474,0.000000,0.961192,+0.825000,-0.174526,-0.175000,+0.786192,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
553,DS-MVTec/cable/image/cut_outer_insulation/008.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,184.png,12.871784,5.211940,-6.061871,3.790643,0.999997,0.994578,0.002325,0.977918,+0.824997,+0.819578,-0.172675,+0.802918,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
554,DS-MVTec/cable/image/cut_outer_insulation/008.png,There is a defect in the object. Where is the defect?,Defect Localization,train,184.png,13.576512,-6.228672,-13.114585,2.821679,0.999999,0.001968,0.000002,0.943836,+0.824999,-0.173032,-0.174998,+0.768836,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
555,DS-MVTec/cable/image/cut_outer_insulation/008.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,184.png,4.953644,16.585339,5.503259,3.650790,0.992992,1.000000,0.995943,0.974687,+0.817992,+0.825000,+0.820943,+0.799687,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
556,DS-MVTec/cable/image/cut_outer_insulation/008.png,There is a defect in the object. What is the effect of the defect on the cable?,Defect Analysis,eval,184.png,-4.640064,15.682016,9.760631,2.425116,0.009565,1.000000,0.999942,0.918723,-0.165435,+0.825000,+0.824942,+0.743723,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
557,DS-MVTec/cable/image/cut_outer_insulation/009.png,Is there any defect in the object?,Anomaly Detection,train,133.png,15.481593,-7.728055,-15.442040,3.206820,1.000000,0.000440,0.000000,0.961090,+0.825000,-0.174560,-0.175000,+0.786090,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
558,DS-MVTec/cable/image/cut_outer_insulation/009.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,133.png,12.721617,4.954890,-6.168893,3.772809,0.999997,0.993001,0.002089,0.977529,+0.824997,+0.818000,-0.172911,+0.802529,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
559,DS-MVTec/cable/image/cut_outer_insulation/009.png,There is a defect in the object. Where is the defect?,Defect Localization,train,133.png,13.428956,-6.437617,-13.199368,2.810513,0.999999,0.001598,0.000002,0.943241,+0.824999,-0.173402,-0.174998,+0.768241,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
560,DS-MVTec/cable/image/cut_outer_insulation/009.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,133.png,4.807479,16.325974,5.392554,3.633144,0.991898,1.000000,0.995470,0.974248,+0.816898,+0.825000,+0.820470,+0.799248,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
561,DS-MVTec/cable/image/cut_outer_insulation/009.png,There is a defect in the object. What is the likely effect of the defect on the cable?,Defect Analysis,eval,133.png,-5.376527,15.688063,10.111146,2.423050,0.004603,1.000000,0.999959,0.918568,-0.170397,+0.825000,+0.824959,+0.743568,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
562,DS-MVTec/cable/image/good/000.png,Is there any defect in the object?,Anomaly Detection,eval,133.png,15.812121,-7.816020,-15.688155,3.257043,1.000000,0.000403,0.000000,0.962925,+0.825000,-0.174597,-0.175000,+0.787925,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
563,DS-MVTec/cable/image/good/001.png,Is there any defect in the object?,Anomaly Detection,train,026.png,15.347788,-7.515635,-15.184541,3.162854,1.000000,0.000544,0.000000,0.959412,+0.825000,-0.174456,-0.175000,+0.784412,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
564,DS-MVTec/cable/image/good/002.png,Is there any defect in the object?,Anomaly Detection,train,099.png,15.710747,-7.772415,-15.616338,3.242932,1.000000,0.000421,0.000000,0.962418,+0.825000,-0.174579,-0.175000,+0.787418,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
565,DS-MVTec/cable/image/good/003.png,Is there any defect in the object?,Anomaly Detection,train,106.png,15.907131,-7.768109,-15.693593,3.262687,1.000000,0.000423,0.000000,0.963126,+0.825000,-0.174577,-0.175000,+0.788126,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
566,DS-MVTec/cable/image/good/004.png,Is there any defect in the object?,Anomaly Detection,train,191.png,16.527121,-7.737130,-15.973752,3.331262,1.000000,0.000436,0.000000,0.965486,+0.825000,-0.174564,-0.175000,+0.790486,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
567,DS-MVTec/cable/image/good/005.png,Is there any defect in the object?,Anomaly Detection,train,152.png,15.267856,-7.635571,-15.254950,3.168781,1.000000,0.000483,0.000000,0.959642,+0.825000,-0.174517,-0.175000,+0.784642,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
568,DS-MVTec/cable/image/good/006.png,Is there any defect in the object?,Anomaly Detection,eval,126.png,15.944170,-7.544940,-15.473569,3.228154,1.000000,0.000528,0.000000,0.961880,+0.825000,-0.174471,-0.175000,+0.786880,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
569,DS-MVTec/cable/image/good/007.png,Is there any defect in the object?,Anomaly Detection,train,127.png,15.929300,-7.664755,-15.586934,3.245091,1.000000,0.000469,0.000000,0.962496,+0.825000,-0.174531,-0.175000,+0.787496,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
570,DS-MVTec/cable/image/good/008.png,Is there any defect in the object?,Anomaly Detection,train,141.png,15.923510,-7.699280,-15.641786,3.254367,1.000000,0.000453,0.000000,0.962830,+0.825000,-0.174547,-0.175000,+0.787830,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
571,DS-MVTec/cable/image/good/009.png,Is there any defect in the object?,Anomaly Detection,train,147.png,16.225042,-7.855397,-15.938907,3.312224,1.000000,0.000388,0.000000,0.964846,+0.825000,-0.174612,-0.175000,+0.789846,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
572,DS-MVTec/cable/image/good/010.png,Is there any defect in the object?,Anomaly Detection,train,008.png,16.332026,-7.750161,-15.870165,3.303238,1.000000,0.000430,0.000000,0.964540,+0.825000,-0.174570,-0.175000,+0.789540,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
573,DS-MVTec/cable/image/good/011.png,Is there any defect in the object?,Anomaly Detection,train,133.png,16.119078,-7.858674,-15.897129,3.302304,1.000000,0.000386,0.000000,0.964508,+0.825000,-0.174614,-0.175000,+0.789508,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
574,DS-MVTec/cable/image/good/012.png,Is there any defect in the object?,Anomaly Detection,eval,020.png,15.563623,-7.784801,-15.554679,3.226397,1.000000,0.000416,0.000000,0.961816,+0.825000,-0.174584,-0.175000,+0.786816,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
575,DS-MVTec/cable/image/good/013.png,Is there any defect in the object?,Anomaly Detection,train,019.png,15.585365,-7.658675,-15.416469,3.204581,1.000000,0.000472,0.000000,0.961006,+0.825000,-0.174528,-0.175000,+0.786006,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
576,DS-MVTec/cable/image/good/014.png,Is there any defect in the object?,Anomaly Detection,train,084.png,15.734101,-7.770913,-15.605465,3.241218,1.000000,0.000422,0.000000,0.962356,+0.825000,-0.174578,-0.175000,+0.787356,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
577,DS-MVTec/cable/image/good/015.png,Is there any defect in the object?,Anomaly Detection,train,123.png,15.434208,-7.595815,-15.278426,3.177441,1.000000,0.000502,0.000000,0.959976,+0.825000,-0.174498,-0.175000,+0.784976,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
578,DS-MVTec/cable/image/good/016.png,Is there any defect in the object?,Anomaly Detection,eval,110.png,16.041723,-7.816582,-15.810260,3.285576,1.000000,0.000403,0.000000,0.963931,+0.825000,-0.174597,-0.175000,+0.788931,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
579,DS-MVTec/cable/image/good/017.png,Is there any defect in the object?,Anomaly Detection,eval,155.png,15.685178,-7.675873,-15.490886,3.221831,1.000000,0.000464,0.000000,0.961648,+0.825000,-0.174536,-0.175000,+0.786648,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
580,DS-MVTec/cable/image/good/018.png,Is there any defect in the object?,Anomaly Detection,eval,019.png,15.879627,-7.717998,-15.623505,3.248407,1.000000,0.000445,0.000000,0.962616,+0.825000,-0.174555,-0.175000,+0.787616,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
581,DS-MVTec/cable/image/good/019.png,Is there any defect in the object?,Anomaly Detection,train,127.png,15.990244,-7.736783,-15.681735,3.262423,1.000000,0.000436,0.000000,0.963117,+0.825000,-0.174564,-0.175000,+0.788117,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
582,DS-MVTec/cable/image/good/020.png,Is there any defect in the object?,Anomaly Detection,eval,203.png,16.227282,-7.891024,-15.982950,3.319552,1.000000,0.000374,0.000000,0.965093,+0.825000,-0.174626,-0.175000,+0.790093,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
583,DS-MVTec/cable/image/good/021.png,Is there any defect in the object?,Anomaly Detection,train,132.png,15.666084,-7.742544,-15.555660,3.231753,1.000000,0.000434,0.000000,0.962012,+0.825000,-0.174566,-0.175000,+0.787012,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
584,DS-MVTec/cable/image/good/022.png,Is there any defect in the object?,Anomaly Detection,train,148.png,16.656338,-7.854214,-16.135378,3.359152,1.000000,0.000388,0.000000,0.966403,+0.825000,-0.174612,-0.175000,+0.791403,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
585,DS-MVTec/cable/image/good/023.png,Is there any defect in the object?,Anomaly Detection,train,073.png,15.678841,-7.640821,-15.456435,3.216155,1.000000,0.000480,0.000000,0.961438,+0.825000,-0.174520,-0.175000,+0.786438,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
586,DS-MVTec/cable/image/good/024.png,Is there any defect in the object?,Anomaly Detection,train,089.png,16.468138,-7.893458,-16.089769,3.345000,1.000000,0.000373,0.000000,0.965941,+0.825000,-0.174627,-0.175000,+0.790941,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
587,DS-MVTec/cable/image/good/025.png,Is there any defect in the object?,Anomaly Detection,eval,138.png,16.014296,-7.740185,-15.720975,3.270566,1.000000,0.000435,0.000000,0.963405,+0.825000,-0.174565,-0.175000,+0.788405,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
588,DS-MVTec/cable/image/good/026.png,Is there any defect in the object?,Anomaly Detection,train,208.png,16.021742,-7.883338,-15.878243,3.296096,1.000000,0.000377,0.000000,0.964295,+0.825000,-0.174623,-0.175000,+0.789295,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
589,DS-MVTec/cable/image/good/027.png,Is there any defect in the object?,Anomaly Detection,eval,085.png,15.852652,-7.673645,-15.561879,3.237725,1.000000,0.000465,0.000000,0.962229,+0.825000,-0.174535,-0.175000,+0.787229,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
590,DS-MVTec/cable/image/good/028.png,Is there any defect in the object?,Anomaly Detection,train,001.png,16.209768,-7.795965,-15.851007,3.295853,1.000000,0.000411,0.000000,0.964286,+0.825000,-0.174589,-0.175000,+0.789286,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
591,DS-MVTec/cable/image/good/029.png,Is there any defect in the object?,Anomaly Detection,train,148.png,16.105207,-7.732369,-15.746190,3.276618,1.000000,0.000438,0.000000,0.963618,+0.825000,-0.174562,-0.175000,+0.788618,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
592,DS-MVTec/cable/image/good/030.png,Is there any defect in the object?,Anomaly Detection,train,147.png,16.653191,-7.876048,-16.160624,3.361824,1.000000,0.000380,0.000000,0.966490,+0.825000,-0.174620,-0.175000,+0.791490,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
593,DS-MVTec/cable/image/good/031.png,Is there any defect in the object?,Anomaly Detection,train,014.png,17.284475,-7.940931,-16.499720,3.437723,1.000000,0.000356,0.000000,0.968863,+0.825000,-0.174644,-0.175000,+0.793863,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
594,DS-MVTec/cable/image/good/032.png,Is there any defect in the object?,Anomaly Detection,train,127.png,16.012253,-7.666255,-15.618030,3.251060,1.000000,0.000468,0.000000,0.962711,+0.825000,-0.174532,-0.175000,+0.787711,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
595,DS-MVTec/cable/image/good/033.png,Is there any defect in the object?,Anomaly Detection,train,191.png,16.604834,-7.850522,-16.117220,3.355059,1.000000,0.000389,0.000000,0.966270,+0.825000,-0.174611,-0.175000,+0.791270,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
596,DS-MVTec/cable/image/good/034.png,Is there any defect in the object?,Anomaly Detection,eval,149.png,16.875706,-7.887809,-16.284695,3.392601,1.000000,0.000375,0.000000,0.967473,+0.825000,-0.174625,-0.175000,+0.792473,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
597,DS-MVTec/cable/image/good/035.png,Is there any defect in the object?,Anomaly Detection,train,129.png,15.335293,-7.606704,-15.257612,3.172699,1.000000,0.000497,0.000000,0.959794,+0.825000,-0.174503,-0.175000,+0.784794,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
598,DS-MVTec/cable/image/good/036.png,Is there any defect in the object?,Anomaly Detection,train,059.png,15.523184,-7.807314,-15.550888,3.226776,1.000000,0.000407,0.000000,0.961830,+0.825000,-0.174593,-0.175000,+0.786830,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
599,DS-MVTec/cable/image/good/037.png,Is there any defect in the object?,Anomaly Detection,train,115.png,15.727595,-7.803103,-15.645022,3.247296,1.000000,0.000408,0.000000,0.962576,+0.825000,-0.174592,-0.175000,+0.787576,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
600,DS-MVTec/cable/image/good/038.png,Is there any defect in the object?,Anomaly Detection,train,080.png,15.978468,-7.666497,-15.610357,3.249719,1.000000,0.000468,0.000000,0.962663,+0.825000,-0.174532,-0.175000,+0.787663,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
601,DS-MVTec/cable/image/good/039.png,Is there any defect in the object?,Anomaly Detection,train,128.png,16.973497,-7.920018,-16.357931,3.407315,1.000000,0.000363,0.000000,0.967932,+0.825000,-0.174637,-0.175000,+0.792932,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
602,DS-MVTec/cable/image/good/040.png,Is there any defect in the object?,Anomaly Detection,train,093.png,14.858108,-7.539093,-14.952117,3.105930,1.000000,0.000532,0.000000,0.957137,+0.825000,-0.174468,-0.175000,+0.782137,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
603,DS-MVTec/cable/image/good/041.png,Is there any defect in the object?,Anomaly Detection,eval,126.png,16.405460,-7.844141,-16.017019,3.330783,1.000000,0.000392,0.000000,0.965470,+0.825000,-0.174608,-0.175000,+0.790470,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
604,DS-MVTec/cable/image/good/042.png,Is there any defect in the object?,Anomaly Detection,train,133.png,16.318884,-7.879306,-16.000687,3.325915,1.000000,0.000378,0.000000,0.965307,+0.825000,-0.174622,-0.175000,+0.790307,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
605,DS-MVTec/cable/image/good/043.png,Is there any defect in the object?,Anomaly Detection,eval,120.png,15.863880,-7.783163,-15.688137,3.258755,1.000000,0.000417,0.000000,0.962986,+0.825000,-0.174583,-0.175000,+0.787986,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
606,DS-MVTec/cable/image/good/044.png,Is there any defect in the object?,Anomaly Detection,eval,061.png,15.527449,-7.744509,-15.492985,3.214438,1.000000,0.000433,0.000000,0.961374,+0.825000,-0.174567,-0.175000,+0.786374,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
607,DS-MVTec/cable/image/good/045.png,Is there any defect in the object?,Anomaly Detection,eval,095.png,16.091806,-7.877717,-15.909904,3.301616,1.000000,0.000379,0.000000,0.964484,+0.825000,-0.174621,-0.175000,+0.789484,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
608,DS-MVTec/cable/image/good/046.png,Is there any defect in the object?,Anomaly Detection,train,139.png,15.674760,-7.861366,-15.686006,3.251910,1.000000,0.000385,0.000000,0.962742,+0.825000,-0.174615,-0.175000,+0.787742,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
609,DS-MVTec/cable/image/good/047.png,Is there any defect in the object?,Anomaly Detection,eval,099.png,15.274883,-7.698897,-15.325976,3.180683,1.000000,0.000453,0.000000,0.960101,+0.825000,-0.174547,-0.175000,+0.785101,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
610,DS-MVTec/cable/image/good/048.png,Is there any defect in the object?,Anomaly Detection,eval,131.png,15.571321,-7.742697,-15.515059,3.221161,1.000000,0.000434,0.000000,0.961623,+0.825000,-0.174566,-0.175000,+0.786623,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
611,DS-MVTec/cable/image/good/049.png,Is there any defect in the object?,Anomaly Detection,train,017.png,15.113731,-7.616298,-15.151864,3.145276,1.000000,0.000492,0.000000,0.958722,+0.825000,-0.174508,-0.175000,+0.783722,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
612,DS-MVTec/cable/image/good/050.png,Is there any defect in the object?,Anomaly Detection,train,017.png,14.884705,-7.580537,-15.007385,3.114321,1.000000,0.000510,0.000000,0.957480,+0.825000,-0.174490,-0.175000,+0.782480,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
613,DS-MVTec/cable/image/good/051.png,Is there any defect in the object?,Anomaly Detection,train,133.png,16.033321,-7.862409,-15.849520,3.291091,1.000000,0.000385,0.000000,0.964122,+0.825000,-0.174615,-0.175000,+0.789122,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
614,DS-MVTec/cable/image/good/052.png,Is there any defect in the object?,Anomaly Detection,train,099.png,15.304886,-7.696140,-15.346614,3.185322,1.000000,0.000454,0.000000,0.960278,+0.825000,-0.174546,-0.175000,+0.785278,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
615,DS-MVTec/cable/image/good/053.png,Is there any defect in the object?,Anomaly Detection,train,208.png,15.428678,-7.691535,-15.393929,3.196725,1.000000,0.000456,0.000000,0.960711,+0.825000,-0.174544,-0.175000,+0.785711,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
616,DS-MVTec/cable/image/good/054.png,Is there any defect in the object?,Anomaly Detection,train,133.png,16.116869,-7.812760,-15.840852,3.292127,1.000000,0.000404,0.000000,0.964158,+0.825000,-0.174596,-0.175000,+0.789158,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
617,DS-MVTec/cable/image/good/055.png,Is there any defect in the object?,Anomaly Detection,train,169.png,16.269850,-7.723540,-15.838761,3.299345,1.000000,0.000442,0.000000,0.964406,+0.825000,-0.174558,-0.175000,+0.789406,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
618,DS-MVTec/cable/image/good/056.png,Is there any defect in the object?,Anomaly Detection,train,099.png,16.254889,-7.806786,-15.901359,3.307241,1.000000,0.000407,0.000000,0.964676,+0.825000,-0.174593,-0.175000,+0.789676,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
619,DS-MVTec/cable/image/good/057.png,Is there any defect in the object?,Anomaly Detection,eval,089.png,15.615461,-7.697037,-15.491950,3.220133,1.000000,0.000454,0.000000,0.961585,+0.825000,-0.174546,-0.175000,+0.786585,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
620,DS-MVTec/cable/image/missing_cable/000.png,Is there any defect in the object?,Anomaly Detection,eval,000.png,15.144634,-7.514253,-15.057319,3.130218,1.000000,0.000545,0.000000,0.958122,+0.825000,-0.174455,-0.175000,+0.783122,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
621,DS-MVTec/cable/image/missing_cable/000.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,000.png,12.649910,4.689274,-6.182404,3.662479,0.999997,0.990890,0.002061,0.974974,+0.824997,+0.815890,-0.172939,+0.799974,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
622,DS-MVTec/cable/image/missing_cable/000.png,There is a defect in the object. Where is the defect?,Defect Localization,eval,000.png,13.214343,-6.339482,-12.938413,2.733958,0.999998,0.001762,0.000002,0.939001,+0.824998,-0.173238,-0.174998,+0.764001,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
623,DS-MVTec/cable/image/missing_cable/000.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,000.png,4.731774,16.062309,5.382084,3.522719,0.991266,1.000000,0.995423,0.971327,+0.816266,+0.825000,+0.820423,+0.796327,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
624,DS-MVTec/cable/image/missing_cable/000.png,There is a defect in the object. What is the effect of the defect?,Defect Analysis,train,000.png,-4.415032,17.553230,10.678332,2.644001,0.011950,1.000000,0.999977,0.933640,-0.163050,+0.825000,+0.824977,+0.758640,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
625,DS-MVTec/cable/image/missing_cable/001.png,Is there any defect in the object?,Anomaly Detection,train,129.png,15.541163,-7.663127,-15.416827,3.203878,1.000000,0.000470,0.000000,0.960980,+0.825000,-0.174530,-0.175000,+0.785980,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
626,DS-MVTec/cable/image/missing_cable/001.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,129.png,12.770621,5.213273,-6.045703,3.789322,0.999997,0.994586,0.002362,0.977889,+0.824997,+0.819586,-0.172638,+0.802889,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
627,DS-MVTec/cable/image/missing_cable/001.png,There is a defect in the object. Where is the defect?,Defect Localization,train,129.png,13.486336,-6.226742,-13.098292,2.819955,0.999999,0.001972,0.000002,0.943745,+0.824999,-0.173028,-0.174998,+0.768745,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
628,DS-MVTec/cable/image/missing_cable/001.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,129.png,4.874628,16.573853,5.499043,3.650505,0.992420,1.000000,0.995926,0.974680,+0.817420,+0.825000,+0.820926,+0.799680,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
629,DS-MVTec/cable/image/missing_cable/001.png,There is a defect in the object. What is the effect of the defect?,Defect Analysis,train,129.png,-4.371517,18.153564,10.932157,2.754725,0.012474,1.000000,0.999982,0.940180,-0.162526,+0.825000,+0.824982,+0.765180,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
630,DS-MVTec/cable/image/missing_cable/002.png,Is there any defect in the object?,Anomaly Detection,eval,013.png,15.864000,-7.451313,-15.349897,3.205890,1.000000,0.000580,0.000000,0.961055,+0.825000,-0.174420,-0.175000,+0.786055,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
631,DS-MVTec/cable/image/missing_cable/002.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,013.png,12.796458,6.450380,-5.298541,3.895526,0.999997,0.998423,0.004974,0.980072,+0.824997,+0.823423,-0.170026,+0.805072,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
632,DS-MVTec/cable/image/missing_cable/002.png,There is a defect in the object. Where is the defect?,Defect Localization,eval,013.png,13.573272,-5.136728,-12.474855,2.912655,0.999999,0.005843,0.000004,0.948468,+0.824999,-0.169157,-0.174996,+0.773468,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
633,DS-MVTec/cable/image/missing_cable/002.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,013.png,4.876935,17.790064,6.211459,3.763631,0.992437,1.000000,0.997998,0.977327,+0.817437,+0.825000,+0.822998,+0.802327,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
634,DS-MVTec/cable/image/missing_cable/002.png,There is a defect in the object. What effect does the defect have on the object?,Defect Analysis,train,013.png,-6.111455,21.300867,13.317210,3.118969,0.002212,1.000000,0.999998,0.957668,-0.172788,+0.825000,+0.824998,+0.782668,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
635,DS-MVTec/cable/image/missing_cable/003.png,Is there any defect in the object?,Anomaly Detection,eval,130.png,16.541906,-7.748896,-15.984241,3.330317,1.000000,0.000431,0.000000,0.965454,+0.825000,-0.174569,-0.175000,+0.790454,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
636,DS-MVTec/cable/image/missing_cable/003.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,130.png,13.836995,5.354537,-6.568494,3.953465,0.999999,0.995296,0.001402,0.981173,+0.824999,+0.820296,-0.173598,+0.806173,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
637,DS-MVTec/cable/image/missing_cable/003.png,There is a defect in the object. Where is the defect?,Defect Localization,train,130.png,14.503763,-6.047280,-13.560026,2.982922,1.000000,0.002359,0.000001,0.951797,+0.825000,-0.172641,-0.174999,+0.776797,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
638,DS-MVTec/cable/image/missing_cable/003.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,130.png,5.956522,16.706133,4.961967,3.815374,0.997418,1.000000,0.993050,0.978445,+0.822418,+0.825000,+0.818049,+0.803445,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
639,DS-MVTec/cable/image/missing_cable/003.png,There is a defect in the object. What is the likely effect of the defect on the cable's functionality?,Defect Analysis,train,130.png,-5.154856,15.420097,9.849199,2.374164,0.005738,1.000000,0.999947,0.914836,-0.169262,+0.825000,+0.824947,+0.739836,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
640,DS-MVTec/cable/image/missing_cable/004.png,Is there any defect in the object?,Anomaly Detection,train,127.png,15.133988,-7.557283,-15.099353,3.137985,1.000000,0.000522,0.000000,0.958433,+0.825000,-0.174478,-0.175000,+0.783433,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
