idx,image_key,question_type,question,vector,p_Ref,p_Know,p_Reason,p_Decide,y_Ref,y_Know,y_Reason,y_Decide,active_experts,n_images
540,DS-MVTec/cable/image/cut_outer_insulation/005.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
541,DS-MVTec/cable/image/cut_outer_insulation/005.png,Defect Analysis,There is a defect in the object. What additional defect is present in the cable?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
542,DS-MVTec/cable/image/cut_outer_insulation/006.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
543,DS-MVTec/cable/image/cut_outer_insulation/006.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
544,DS-MVTec/cable/image/cut_outer_insulation/006.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
545,DS-MVTec/cable/image/cut_outer_insulation/006.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
546,DS-MVTec/cable/image/cut_outer_insulation/006.png,Defect Analysis,There is a defect in the object. Is there an additional defect observed in the cable?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
547,DS-MVTec/cable/image/cut_outer_insulation/007.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
548,DS-MVTec/cable/image/cut_outer_insulation/007.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
549,DS-MVTec/cable/image/cut_outer_insulation/007.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
550,DS-MVTec/cable/image/cut_outer_insulation/007.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
551,DS-MVTec/cable/image/cut_outer_insulation/007.png,Defect Analysis,There is a defect in the object. What is the potential effect of the defect on the cable's integrity and function?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
552,DS-MVTec/cable/image/cut_outer_insulation/008.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
553,DS-MVTec/cable/image/cut_outer_insulation/008.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
554,DS-MVTec/cable/image/cut_outer_insulation/008.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
555,DS-MVTec/cable/image/cut_outer_insulation/008.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
556,DS-MVTec/cable/image/cut_outer_insulation/008.png,Defect Analysis,There is a defect in the object. What is the effect of the defect on the cable?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
557,DS-MVTec/cable/image/cut_outer_insulation/009.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
558,DS-MVTec/cable/image/cut_outer_insulation/009.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
559,DS-MVTec/cable/image/cut_outer_insulation/009.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
560,DS-MVTec/cable/image/cut_outer_insulation/009.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
561,DS-MVTec/cable/image/cut_outer_insulation/009.png,Defect Analysis,There is a defect in the object. What is the likely effect of the defect on the cable?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
562,DS-MVTec/cable/image/good/000.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
563,DS-MVTec/cable/image/good/001.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
564,DS-MVTec/cable/image/good/002.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
565,DS-MVTec/cable/image/good/003.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
566,DS-MVTec/cable/image/good/004.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
567,DS-MVTec/cable/image/good/005.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
568,DS-MVTec/cable/image/good/006.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
569,DS-MVTec/cable/image/good/007.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
570,DS-MVTec/cable/image/good/008.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
571,DS-MVTec/cable/image/good/009.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
572,DS-MVTec/cable/image/good/010.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
573,DS-MVTec/cable/image/good/011.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
574,DS-MVTec/cable/image/good/012.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
575,DS-MVTec/cable/image/good/013.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
576,DS-MVTec/cable/image/good/014.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
577,DS-MVTec/cable/image/good/015.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
578,DS-MVTec/cable/image/good/016.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
579,DS-MVTec/cable/image/good/017.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
580,DS-MVTec/cable/image/good/018.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
581,DS-MVTec/cable/image/good/019.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
582,DS-MVTec/cable/image/good/020.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
583,DS-MVTec/cable/image/good/021.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
584,DS-MVTec/cable/image/good/022.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
585,DS-MVTec/cable/image/good/023.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
586,DS-MVTec/cable/image/good/024.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
587,DS-MVTec/cable/image/good/025.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
588,DS-MVTec/cable/image/good/026.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
589,DS-MVTec/cable/image/good/027.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
590,DS-MVTec/cable/image/good/028.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
591,DS-MVTec/cable/image/good/029.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
592,DS-MVTec/cable/image/good/030.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
593,DS-MVTec/cable/image/good/031.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
594,DS-MVTec/cable/image/good/032.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
595,DS-MVTec/cable/image/good/033.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
596,DS-MVTec/cable/image/good/034.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
597,DS-MVTec/cable/image/good/035.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
598,DS-MVTec/cable/image/good/036.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
599,DS-MVTec/cable/image/good/037.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
600,DS-MVTec/cable/image/good/038.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
601,DS-MVTec/cable/image/good/039.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
602,DS-MVTec/cable/image/good/040.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
603,DS-MVTec/cable/image/good/041.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
604,DS-MVTec/cable/image/good/042.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
605,DS-MVTec/cable/image/good/043.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
606,DS-MVTec/cable/image/good/044.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
607,DS-MVTec/cable/image/good/045.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
608,DS-MVTec/cable/image/good/046.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
609,DS-MVTec/cable/image/good/047.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
610,DS-MVTec/cable/image/good/048.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
611,DS-MVTec/cable/image/good/049.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
612,DS-MVTec/cable/image/good/050.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
613,DS-MVTec/cable/image/good/051.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
614,DS-MVTec/cable/image/good/052.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
615,DS-MVTec/cable/image/good/053.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
616,DS-MVTec/cable/image/good/054.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
617,DS-MVTec/cable/image/good/055.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
618,DS-MVTec/cable/image/good/056.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
619,DS-MVTec/cable/image/good/057.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
620,DS-MVTec/cable/image/missing_cable/000.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
621,DS-MVTec/cable/image/missing_cable/000.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
622,DS-MVTec/cable/image/missing_cable/000.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
623,DS-MVTec/cable/image/missing_cable/000.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
624,DS-MVTec/cable/image/missing_cable/000.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
625,DS-MVTec/cable/image/missing_cable/001.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
626,DS-MVTec/cable/image/missing_cable/001.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
627,DS-MVTec/cable/image/missing_cable/001.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
628,DS-MVTec/cable/image/missing_cable/001.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
629,DS-MVTec/cable/image/missing_cable/001.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
630,DS-MVTec/cable/image/missing_cable/002.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
631,DS-MVTec/cable/image/missing_cable/002.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
632,DS-MVTec/cable/image/missing_cable/002.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
633,DS-MVTec/cable/image/missing_cable/002.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
634,DS-MVTec/cable/image/missing_cable/002.png,Defect Analysis,There is a defect in the object. What effect does the defect have on the object?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
635,DS-MVTec/cable/image/missing_cable/003.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
636,DS-MVTec/cable/image/missing_cable/003.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
637,DS-MVTec/cable/image/missing_cable/003.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
638,DS-MVTec/cable/image/missing_cable/003.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
639,DS-MVTec/cable/image/missing_cable/003.png,Defect Analysis,There is a defect in the object. What is the likely effect of the defect on the cable's functionality?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
640,DS-MVTec/cable/image/missing_cable/004.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
641,DS-MVTec/cable/image/missing_cable/004.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
642,DS-MVTec/cable/image/missing_cable/004.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
643,DS-MVTec/cable/image/missing_cable/004.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
644,DS-MVTec/cable/image/missing_cable/004.png,Defect Analysis,There is a defect in the object. What effect does the defect have on the object?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
645,DS-MVTec/cable/image/missing_cable/005.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
646,DS-MVTec/cable/image/missing_cable/005.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
647,DS-MVTec/cable/image/missing_cable/005.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
648,DS-MVTec/cable/image/missing_cable/005.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
649,DS-MVTec/cable/image/missing_cable/005.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
650,DS-MVTec/cable/image/missing_cable/006.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
651,DS-MVTec/cable/image/missing_cable/006.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
652,DS-MVTec/cable/image/missing_cable/006.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
653,DS-MVTec/cable/image/missing_cable/006.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
654,DS-MVTec/cable/image/missing_cable/006.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
655,DS-MVTec/cable/image/missing_cable/007.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
656,DS-MVTec/cable/image/missing_cable/007.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
657,DS-MVTec/cable/image/missing_cable/007.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
658,DS-MVTec/cable/image/missing_cable/007.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
659,DS-MVTec/cable/image/missing_cable/007.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
660,DS-MVTec/cable/image/missing_cable/008.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
661,DS-MVTec/cable/image/missing_cable/008.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
662,DS-MVTec/cable/image/missing_cable/008.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
663,DS-MVTec/cable/image/missing_cable/008.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
664,DS-MVTec/cable/image/missing_cable/008.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
665,DS-MVTec/cable/image/missing_cable/009.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
666,DS-MVTec/cable/image/missing_cable/009.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
667,DS-MVTec/cable/image/missing_cable/009.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
668,DS-MVTec/cable/image/missing_cable/009.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
669,DS-MVTec/cable/image/missing_cable/009.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
670,DS-MVTec/cable/image/missing_cable/010.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
671,DS-MVTec/cable/image/missing_cable/010.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
672,DS-MVTec/cable/image/missing_cable/010.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
673,DS-MVTec/cable/image/missing_cable/010.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
674,DS-MVTec/cable/image/missing_cable/010.png,Defect Analysis,There is a defect in the object. What effect does the defect have on the cable?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
675,DS-MVTec/cable/image/missing_cable/011.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
676,DS-MVTec/cable/image/missing_cable/011.png,Defect Classification,There is a defect in the object. What are the types of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
677,DS-MVTec/cable/image/missing_cable/011.png,Defect Localization,There are some defects in the object. Where are the defects?,0001,,,,,0,0,0,1,Decision Maker,1
678,DS-MVTec/cable/image/missing_cable/011.png,Defect Description,There are some defects in the object. What is the appearance of the defects?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
679,DS-MVTec/cable/image/missing_cable/011.png,Defect Analysis,There are some defects in the object. What could be the effect of these defects?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
680,DS-MVTec/cable/image/missing_wire/000.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
681,DS-MVTec/cable/image/missing_wire/000.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
682,DS-MVTec/cable/image/missing_wire/000.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
683,DS-MVTec/cable/image/missing_wire/000.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
684,DS-MVTec/cable/image/missing_wire/000.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
685,DS-MVTec/cable/image/missing_wire/001.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
686,DS-MVTec/cable/image/missing_wire/001.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
687,DS-MVTec/cable/image/missing_wire/001.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
688,DS-MVTec/cable/image/missing_wire/001.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
689,DS-MVTec/cable/image/missing_wire/001.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
690,DS-MVTec/cable/image/missing_wire/002.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
691,DS-MVTec/cable/image/missing_wire/002.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
692,DS-MVTec/cable/image/missing_wire/002.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
693,DS-MVTec/cable/image/missing_wire/002.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
694,DS-MVTec/cable/image/missing_wire/002.png,Defect Analysis,There is a defect in the object. What is the effect of the defect on the cable?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
695,DS-MVTec/cable/image/missing_wire/003.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
696,DS-MVTec/cable/image/missing_wire/003.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
697,DS-MVTec/cable/image/missing_wire/003.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
698,DS-MVTec/cable/image/missing_wire/003.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
699,DS-MVTec/cable/image/missing_wire/003.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
700,DS-MVTec/cable/image/missing_wire/004.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
701,DS-MVTec/cable/image/missing_wire/004.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
702,DS-MVTec/cable/image/missing_wire/004.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
703,DS-MVTec/cable/image/missing_wire/004.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
704,DS-MVTec/cable/image/missing_wire/004.png,Defect Analysis,There is a defect in the object. What might be the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
705,DS-MVTec/cable/image/missing_wire/005.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
